ID,NO,AREA,CATEGORY,STATUS,AREA NAME
10485,TF6A005,92,14,未锁定,铁道六楼A区
10486,TF6A006,92,14,未锁定,铁道六楼A区
11457,TF6A049,92,13,锁定,铁道六楼A区
11458,TF6A050,92,13,锁定,铁道六楼A区
11459,TF6A051,92,13,锁定,铁道六楼A区
11460,TF6A052,92,13,未锁定,铁道六楼A区
11461,TF6A053,92,13,未锁定,铁道六楼A区
11462,TF6A054,92,13,未锁定,铁道六楼A区
11451,TF6A043,92,13,锁定,铁道六楼A区
11452,TF6A044,92,13,锁定,铁道六楼A区
11453,TF6A045,92,13,锁定,铁道六楼A区
11454,TF6A046,92,13,未锁定,铁道六楼A区
11455,TF6A047,92,13,未锁定,铁道六楼A区
11456,TF6A048,92,13,未锁定,铁道六楼A区
11445,TF6A037,92,13,锁定,铁道六楼A区
11446,TF6A038,92,13,锁定,铁道六楼A区
11447,TF6A039,92,13,锁定,铁道六楼A区
11448,TF6A040,92,13,未锁定,铁道六楼A区
11449,TF6A041,92,13,未锁定,铁道六楼A区
11450,TF6A042,92,13,未锁定,铁道六楼A区
11439,TF6A031,92,13,锁定,铁道六楼A区
11440,TF6A032,92,13,锁定,铁道六楼A区
11441,TF6A033,92,13,锁定,铁道六楼A区
11442,TF6A034,92,13,未锁定,铁道六楼A区
11443,TF6A035,92,13,未锁定,铁道六楼A区
11444,TF6A036,92,13,未锁定,铁道六楼A区
11433,TF6A025,92,13,锁定,铁道六楼A区
11434,TF6A026,92,13,锁定,铁道六楼A区
11435,TF6A027,92,13,锁定,铁道六楼A区
11436,TF6A028,92,13,未锁定,铁道六楼A区
11437,TF6A029,92,13,未锁定,铁道六楼A区
11438,TF6A030,92,13,未锁定,铁道六楼A区
11427,TF6A019,92,13,锁定,铁道六楼A区
11428,TF6A020,92,13,锁定,铁道六楼A区
11429,TF6A021,92,13,锁定,铁道六楼A区
11430,TF6A022,92,13,未锁定,铁道六楼A区
11431,TF6A023,92,13,未锁定,铁道六楼A区
11432,TF6A024,92,13,未锁定,铁道六楼A区
10493,TF6A013,92,14,锁定,铁道六楼A区
10494,TF6A014,92,14,锁定,铁道六楼A区
10495,TF6A015,92,14,锁定,铁道六楼A区
10496,TF6A016,92,14,未锁定,铁道六楼A区
11425,TF6A017,92,13,未锁定,铁道六楼A区
11426,TF6A018,92,13,未锁定,铁道六楼A区
10487,TF6A007,92,14,锁定,铁道六楼A区
10488,TF6A008,92,14,锁定,铁道六楼A区
10489,TF6A009,92,14,锁定,铁道六楼A区
10490,TF6A010,92,14,未锁定,铁道六楼A区
10491,TF6A011,92,14,未锁定,铁道六楼A区
10492,TF6A012,92,14,未锁定,铁道六楼A区
